n,threshold,hr,category,ate,lower_ci,upper_ci
201,30,20,is_surgical,-50.514150845658094,-62.65655422993953,-38.204607903117335
183,31,20,is_surgical,-48.75430045506391,-60.495455918073276,-36.257970989811724
160,32,20,is_surgical,-48.890768298895864,-61.83097808582909,-35.88650881123053
136,33,20,is_surgical,-45.831651727359315,-70.2991197017424,-30.52998442198873
119,34,20,is_surgical,-48.2301183013729,-65.01144845371593,-32.50210710635707
98,35,20,is_surgical,-41.49791663929864,-63.991216471145464,-20.8780912730478
81,36,20,is_surgical,-45.022670227518375,-66.08249121293161,-21.761472214787318
66,37,20,is_surgical,-50.82784911019442,-82.27366060370707,-21.65007735987959
51,38,20,is_surgical,-43.86882186970749,-88.89219587177905,-2.898780130030133
45,39,20,is_surgical,-53.44056825897317,-107.69836755001145,-9.581075299840336
35,40,20,is_surgical,-49.58017969570898,-122.7619771919621,19.05170044615899
1640,5,21,is_surgical,-72.54871370496969,-87.61128542186131,-61.87620139989045
1611,6,21,is_surgical,-55.32403369229152,-68.49233819359907,-42.6410866829377
1587,7,21,is_surgical,-49.94265552804893,-61.38306437337587,-35.98240205578918
1561,8,21,is_surgical,-46.35210651414357,-58.63288575073227,-33.798450263703415
1525,9,21,is_surgical,-44.014014633296625,-54.557451449674716,-35.49288107780953
1484,10,21,is_surgical,-37.40689363899324,-46.968129973713985,-27.81283310910632
1442,11,21,is_surgical,-38.451521537125416,-49.11737103265932,-30.222148207634746
1391,12,21,is_surgical,-41.214635368486086,-51.702777630748784,-32.872016114894535
1334,13,21,is_surgical,-45.1209771441834,-55.109606472138324,-36.128673774199
1252,14,21,is_surgical,-48.08981959665837,-55.94561443125119,-39.619661200182094
1179,15,21,is_surgical,-51.625992534920044,-60.85279777543272,-42.41465886026151
1093,16,21,is_surgical,-53.84169926056356,-62.5687217883557,-46.475320722000504
1003,17,21,is_surgical,-55.96310334149007,-63.51455142881443,-48.25869674580815
909,18,21,is_surgical,-55.196658714384455,-61.65560517172406,-48.828569342264785
831,19,21,is_surgical,-56.452408125861496,-63.92698882396854,-48.75641733539584
757,20,21,is_surgical,-55.820342118421905,-62.52437951677712,-48.899459980458516
667,21,21,is_surgical,-55.98547535354359,-63.268615937334545,-51.19735070377703
595,22,21,is_surgical,-53.22176371367425,-61.517312988197716,-44.79082194943581
512,23,21,is_surgical,-54.411835658100244,-61.701390802001725,-47.049994262732156
456,24,21,is_surgical,-54.800763219421526,-60.71205961476238,-46.84983170423109
409,25,21,is_surgical,-52.851155918734065,-61.19421254474338,-43.686251804106206
360,26,21,is_surgical,-49.76170269104841,-59.08893790241862,-42.29235862134553
318,27,21,is_surgical,-49.892831181885526,-58.50727009270693,-41.342481841639085
281,28,21,is_surgical,-47.1702717751574,-58.54185913161484,-36.878407212003
229,29,21,is_surgical,-45.45645173240325,-56.547202232862276,-33.08809872871285
198,30,21,is_surgical,-45.833007755533885,-61.90335410396648,-33.86996931931171
174,31,21,is_surgical,-41.7470443197214,-54.31026610474018,-28.891222828460627
151,32,21,is_surgical,-37.50516521521797,-50.75184349645386,-20.954757105311643
129,33,21,is_surgical,-32.76465640967518,-53.18030693828868,-17.827596452680098
114,34,21,is_surgical,-33.791195067345654,-56.23627162337573,-12.136374482404392
89,35,21,is_surgical,-34.78971222321735,-67.61578113655693,-9.892821604727487
81,36,21,is_surgical,-27.963120359457406,-59.97213710265038,-3.284540510641591
67,37,21,is_surgical,-15.589610630082234,-56.22703561126778,15.667470632353968
54,38,21,is_surgical,-26.509815747457225,-64.719729316409,0.1539358317018582
51,39,21,is_surgical,-25.549355343329722,-74.81520260000238,4.682733662228742
39,40,21,is_surgical,-15.283070201670682,-79.10029966713466,31.18083199757112
1605,5,22,is_surgical,-71.92605391328604,-83.65530929828958,-57.37137713224794
1574,6,22,is_surgical,-58.79458090966534,-72.89218027476414,-45.87180122643301
1545,7,22,is_surgical,-47.52401103043172,-59.286051074676834,-36.93670043750001
1520,8,22,is_surgical,-43.49735151251326,-54.861628982888845,-34.315856197858096
1485,9,22,is_surgical,-41.692296049075,-54.621955622712335,-31.14043574264224
1446,10,22,is_surgical,-39.267623390654705,-49.85955478398711,-30.575043375748493
1394,11,22,is_surgical,-35.62903267176134,-45.09557033049472,-25.523263370647868
1360,12,22,is_surgical,-37.514607388128894,-47.55390881511096,-27.412343767802042
1300,13,22,is_surgical,-41.12366155246821,-49.84175782487452,-32.07941880872417
1201,14,22,is_surgical,-45.891065018298775,-53.915902446120384,-38.502058638142046
1140,15,22,is_surgical,-46.19303022439047,-55.48896329856231,-37.20027722251561
1037,16,22,is_surgical,-46.93303931237955,-56.08390669529163,-37.62469246364978
960,17,22,is_surgical,-51.321347726405605,-60.252394499435184,-44.35204702851354
867,18,22,is_surgical,-52.462254358754365,-60.615386739583585,-45.26720023649531
810,19,22,is_surgical,-53.185041547698575,-60.19626273270961,-45.79846468416898
727,20,22,is_surgical,-54.409011713526525,-62.24943097475875,-46.58132111116069
639,21,22,is_surgical,-53.69368427233954,-61.014252466512175,-46.07936809075548
575,22,22,is_surgical,-52.36516694241388,-62.51533745963937,-45.679948361967746
506,23,22,is_surgical,-52.61450129457694,-61.41383229006041,-45.81360612347518
450,24,22,is_surgical,-51.743522788921865,-60.05251786647227,-43.57358408528566
402,25,22,is_surgical,-51.73384343701116,-61.096660212160884,-42.32040777890907
355,26,22,is_surgical,-53.31423846689489,-62.6857484443218,-46.53461435100701
308,27,22,is_surgical,-51.61541178103738,-60.54406625189512,-43.06074772071605
274,28,22,is_surgical,-50.78893901322289,-59.463411837021994,-38.642915965875005
225,29,22,is_surgical,-48.60366859197674,-58.37521896383478,-38.92002969224626
189,30,22,is_surgical,-50.9555483285028,-62.07923564247517,-38.73903686389113
172,31,22,is_surgical,-49.710102750138304,-58.87602410098043,-36.62604814145661
149,32,22,is_surgical,-46.99101948019944,-59.06452941718885,-35.63166437216108
127,33,22,is_surgical,-42.93455097722975,-56.46303991826497,-26.070063566230687
108,34,22,is_surgical,-47.20006942252999,-62.82672584160156,-28.563885452454826
89,35,22,is_surgical,-45.92381203603344,-66.63406626062002,-28.71758646527408
75,36,22,is_surgical,-38.18117961376623,-61.86633756084859,-15.628369581781186
66,37,22,is_surgical,-37.89957551594489,-65.94100556631744,-16.81503561323055
53,38,22,is_surgical,-42.29021542195582,-69.30113722650799,-23.56101494474464
46,39,22,is_surgical,-46.21585723727833,-70.84159002004759,-23.250738106419732
33,40,22,is_surgical,-30.920763917050152,-79.06244978460276,6.949802957230673
1572,5,23,is_surgical,-65.64973758402078,-79.52219066958949,-53.240823593583144
1538,6,23,is_surgical,-53.33686212060826,-65.53636015949542,-41.47685793813267
1508,7,23,is_surgical,-49.97331315071625,-62.84529442466089,-37.18256019175149
1483,8,23,is_surgical,-45.9845447977076,-56.87620237416823,-35.84427738753416
1447,9,23,is_surgical,-39.68009532114411,-48.3124753802073,-29.125656361753954
1414,10,23,is_surgical,-41.082249897069346,-50.35961241145321,-32.60517910426813
1369,11,23,is_surgical,-40.02432905381934,-49.372817295385175,-32.66131830828391
1320,12,23,is_surgical,-42.760005313556746,-51.440301850137274,-34.22474046026906
1263,13,23,is_surgical,-46.11132075596319,-55.80250767266395,-36.586580608971644
1183,14,23,is_surgical,-49.63735499234642,-58.758119471568364,-40.96640624673208
1116,15,23,is_surgical,-50.67163110325208,-59.14889475678663,-42.32402315882402
1017,16,23,is_surgical,-53.81340258665878,-61.293795903390986,-46.35097085308146
933,17,23,is_surgical,-57.767395980130544,-63.32347786661239,-50.19291698024239
842,18,23,is_surgical,-54.06789042569025,-61.56928969935967,-47.30478072743867
779,19,23,is_surgical,-54.18749745478374,-61.76783064187603,-46.5691345337394
704,20,23,is_surgical,-55.37588638741124,-63.496480943904714,-49.50308718398864
643,21,23,is_surgical,-53.59631201136867,-62.47485606918602,-46.628948512332556
577,22,23,is_surgical,-52.61107084411853,-59.17123899313626,-44.43233763418846
504,23,23,is_surgical,-52.08082394715717,-59.943355038012754,-46.64143679995618
442,24,23,is_surgical,-51.89931420533665,-58.55024150138857,-44.37007387042232
387,25,23,is_surgical,-50.2768608296642,-59.43273732249361,-42.269215223571564
342,26,23,is_surgical,-50.02415262164925,-57.26029440946786,-43.79168943197456
311,27,23,is_surgical,-48.230811400857505,-56.97826066284847,-39.644438365742786
267,28,23,is_surgical,-44.49514465987548,-53.7706210227889,-35.34908008520654
237,29,23,is_surgical,-42.44346296823002,-53.60969578373414,-31.609806407127365
201,30,23,is_surgical,-45.67907901154908,-55.02237322338135,-34.978170525221856
174,31,23,is_surgical,-46.934416697984716,-59.05102882706453,-32.121472361738626
157,32,23,is_surgical,-48.56438976409362,-61.12874487613857,-35.80196115528497
139,33,23,is_surgical,-45.6140435762305,-61.37171683219134,-31.26376018852133
111,34,23,is_surgical,-51.95272917249733,-74.97556552421,-36.09134881143373
90,35,23,is_surgical,-48.09844710804427,-62.9641841017511,-33.24300817793977
82,36,23,is_surgical,-43.78553299182414,-71.47404206696655,-26.43669843552553
68,37,23,is_surgical,-47.53710151510214,-74.69535704892104,-26.996020499287965
55,38,23,is_surgical,-50.896512886120206,-92.10166819776123,-24.20118977761757
47,39,23,is_surgical,-49.80777212984677,-104.8522490584266,-16.93058719679911
36,40,23,is_surgical,-52.46604811938823,-108.98393694100011,-20.795439768238026
1546,5,24,is_surgical,-72.20145696642038,-86.3438060758084,-56.77802751695015
1522,6,24,is_surgical,-63.48206180199645,-76.51363859315757,-48.28455791247768
1490,7,24,is_surgical,-48.18241530312645,-60.371924888285946,-34.47145035733885
1462,8,24,is_surgical,-42.37063747382112,-54.6500975831693,-31.418237098782186
1426,9,24,is_surgical,-40.81274568567284,-52.11078235109795,-28.55804205437775
1387,10,24,is_surgical,-36.03254055509112,-48.07647645406101,-26.483347513276556
1340,11,24,is_surgical,-39.18122089373878,-50.800631333227756,-29.11622427682269
1289,12,24,is_surgical,-40.53992102260662,-48.69981203502749,-32.19244005907453
1254,13,24,is_surgical,-42.97745706819478,-51.73280626088663,-35.92737717203556
1172,14,24,is_surgical,-46.265471223211335,-56.18887623071913,-35.9523170510507
1099,15,24,is_surgical,-47.30421533304218,-56.26422166670358,-39.753697535418326
998,16,24,is_surgical,-50.71852602472481,-58.44779895408027,-43.977845736014416
917,17,24,is_surgical,-55.01371974122759,-63.92699562202833,-46.915016852012116
836,18,24,is_surgical,-52.658900985140235,-61.97272260407911,-46.109957436815876
754,19,24,is_surgical,-51.11411003809525,-59.57651750725711,-44.39946808954028
686,20,24,is_surgical,-50.50835274117202,-56.23488022621177,-42.822925191240955
617,21,24,is_surgical,-47.99227574680981,-59.0592623510361,-42.18421755176695
562,22,24,is_surgical,-48.46032335592241,-55.77214059176404,-41.43728003197711
493,23,24,is_surgical,-49.672542327336686,-57.12454887424488,-42.406101626234545
436,24,24,is_surgical,-50.352128481191954,-61.17751089971699,-41.86322014068824
385,25,24,is_surgical,-49.65868739227477,-58.59620809821706,-40.11143538048023
327,26,24,is_surgical,-46.00767711902401,-58.801031748994944,-36.090754382017025
288,27,24,is_surgical,-46.26019645047748,-57.51945153181717,-38.668256237991415
258,28,24,is_surgical,-43.65773386347249,-54.345094836208546,-36.272865666099335
220,29,24,is_surgical,-40.23021582571471,-52.09484975848872,-31.8730673599664
193,30,24,is_surgical,-37.96442766643008,-49.36533645777149,-26.029903679936353
165,31,24,is_surgical,-34.04696685457699,-50.05169203773556,-23.928603372326847
143,32,24,is_surgical,-34.93811628921691,-45.38770379505209,-21.91534127613417
126,33,24,is_surgical,-36.48786930844412,-50.993662759333176,-19.948031715118532
104,34,24,is_surgical,-44.91042423908175,-62.656525310112244,-29.413553420506247
89,35,24,is_surgical,-49.703104552470734,-69.91498640044674,-30.510127723293948
78,36,24,is_surgical,-52.522020364504584,-71.29827948776875,-33.13203064030347
70,37,24,is_surgical,-55.43953490775405,-74.12076022256565,-37.05903811291279
60,38,24,is_surgical,-56.54649365714519,-82.60599680835,-24.528497377186937
51,39,24,is_surgical,-52.971025084295036,-81.93726366688475,-17.27253254813715
40,40,24,is_surgical,-39.333121404446416,-64.00320950208373,-1.714406515577565
3164,5,1,is_medical,-31.919544854970383,-123.16958960293687,65.498745355415
3157,6,1,is_medical,-53.063433400686506,-141.44498392483368,44.13339382704086
3146,7,1,is_medical,-51.29450111166591,-118.86534641385288,32.81043872152921
3137,8,1,is_medical,-46.37888942219769,-98.54223916250089,5.1174889806912915
3124,9,1,is_medical,-55.44251418263042,-90.93304937251864,-10.229507422276328
3108,10,1,is_medical,-61.29481168195113,-96.5923603759502,-23.239883436389675
3066,11,1,is_medical,-71.04709694007875,-93.30394146737956,-48.9823382856145
2989,12,1,is_medical,-85.9760927363148,-106.91589592173798,-67.16580041588466
2903,13,1,is_medical,-77.37758310576956,-93.83314623684853,-59.695616663104516
2768,14,1,is_medical,-81.60656567674218,-95.71394387529728,-65.61207023994979
2636,15,1,is_medical,-77.23572352003558,-90.02160793933149,-65.72636622658248
2479,16,1,is_medical,-71.86661673110805,-86.27934054982663,-61.54151300804162
2318,17,1,is_medical,-67.43151081280627,-77.59186439439455,-57.17285573722535
2146,18,1,is_medical,-58.4280451814316,-68.30198818372014,-48.36084710237833
1986,19,1,is_medical,-54.79730133590775,-64.91325535962324,-46.62053579208009
1831,20,1,is_medical,-50.29805515824731,-59.26825335211072,-42.396363766414
1678,21,1,is_medical,-47.56993925897882,-57.497492929732175,-38.2885840419639
1542,22,1,is_medical,-44.6595873804994,-54.512619030571926,-34.016234984148355
1400,23,1,is_medical,-47.88431841566975,-61.20894071362511,-40.0864764434472
1260,24,1,is_medical,-43.21162973995271,-52.5226940628514,-31.8886750662883
1131,25,1,is_medical,-41.354185798637616,-50.058334476994105,-31.42926787273717
1011,26,1,is_medical,-36.398119977398125,-48.0555043027766,-23.786843913705923
913,27,1,is_medical,-37.66568675071392,-49.114474563250354,-25.03356043439348
823,28,1,is_medical,-36.695794964804946,-49.17766826473016,-26.03884999773655
720,29,1,is_medical,-32.88369897303838,-45.86477257772549,-21.48496563172239
641,30,1,is_medical,-31.119654409248426,-44.365734336887385,-21.240516682412988
570,31,1,is_medical,-30.447992646088807,-43.285111105801576,-17.236607378926266
506,32,1,is_medical,-30.80828764208124,-43.58476858534419,-17.76751081486654
448,33,1,is_medical,-26.060919697715264,-38.727104077712085,-11.876869860841822
390,34,1,is_medical,-21.327246860811073,-35.44003954967428,-3.726435488742112
343,35,1,is_medical,-15.20372287588043,-29.015299594431866,1.7008241061608658
313,36,1,is_medical,-15.402627363900564,-37.47776214033644,3.8084217302400702
274,37,1,is_medical,-12.998179256041169,-32.233742240853786,8.777345145472879
243,38,1,is_medical,-11.880102584071693,-36.51324063123303,11.12249892637169
210,39,1,is_medical,-18.755239749460173,-45.756034654631264,5.697497163386714
187,40,1,is_medical,-23.009468816014277,-44.936210889567036,-3.7189769141783984
3154,5,2,is_medical,-82.00669189110698,-133.48316618648514,-25.460915205345003
3148,6,2,is_medical,-99.5260503126365,-154.0718873651811,-53.693625263700625
3143,7,2,is_medical,-108.23614953993379,-163.42179467631,-65.82540678494695
3129,8,2,is_medical,-83.93915789984072,-113.69155053598547,-52.5457231212844
3112,9,2,is_medical,-81.63421853819509,-111.37641014304194,-53.11951345650553
3089,10,2,is_medical,-86.53082454365392,-110.59617224979306,-58.70235952796102
3047,11,2,is_medical,-93.98143740678367,-115.70524844017754,-75.04882429683178
2975,12,2,is_medical,-100.75841963607687,-118.94689413269577,-86.57917016412586
2886,13,2,is_medical,-117.20130076367982,-132.57570393921415,-101.40204339973906
2770,14,2,is_medical,-115.05965123854142,-129.99566270308767,-104.98168234270037
2632,15,2,is_medical,-108.29669535227418,-120.04723546065841,-98.19160916339419
2469,16,2,is_medical,-101.53618686197646,-116.3206520738187,-93.23966887316894
2334,17,2,is_medical,-96.18606678016141,-105.92745627371181,-85.30061204740718
2174,18,2,is_medical,-88.29240735445126,-97.31335491793806,-79.77761370130384
2009,19,2,is_medical,-87.72181675576158,-97.82255599623886,-78.66333494059336
1817,20,2,is_medical,-86.88171729405332,-96.40627323346828,-77.0897077714526
1668,21,2,is_medical,-80.03625156245809,-86.72475252320035,-74.61806152310032
1523,22,2,is_medical,-76.39657304675052,-84.48580582351221,-69.63736165348178
1388,23,2,is_medical,-70.18121001969001,-79.2344389816989,-62.822754489694944
1248,24,2,is_medical,-68.61511758081247,-76.87071810709475,-60.737543080370074
1100,25,2,is_medical,-68.17279237706552,-76.73034174079618,-59.83151942426011
995,26,2,is_medical,-66.34280085426997,-75.72455294989479,-56.56174347697029
886,27,2,is_medical,-64.18809818583688,-74.35183651166392,-54.26347250477343
789,28,2,is_medical,-61.712927452752325,-69.52150936719488,-52.41477267540765
698,29,2,is_medical,-61.49333079004694,-70.72803799508708,-50.634580723047435
594,30,2,is_medical,-61.27857524899278,-74.31920563548496,-52.99270576952438
507,31,2,is_medical,-59.987082789756386,-72.80342145980381,-48.237157237865915
441,32,2,is_medical,-61.35870554587058,-73.89775717233644,-51.00216208217333
389,33,2,is_medical,-56.21335019842371,-68.13421797287063,-41.113642712930755
348,34,2,is_medical,-58.22198074318092,-73.61409068855934,-45.69967322858599
301,35,2,is_medical,-50.60307626760806,-69.988038444799,-34.36394644737331
254,36,2,is_medical,-56.10569157059382,-72.01693968836986,-37.52721791671209
218,37,2,is_medical,-49.258762220688226,-68.67702232577034,-28.03257091882506
185,38,2,is_medical,-44.455317950568826,-66.46810500283539,-25.86925280094033
152,39,2,is_medical,-35.630466508590246,-62.93698027421209,-10.74865205177477
125,40,2,is_medical,-28.83775850314919,-58.78114958206737,1.0853517602541558
3118,5,3,is_medical,-116.12215340703696,-168.87769453240992,-62.57219429036465
3111,6,3,is_medical,-96.10383758392106,-140.9231633952625,-42.09354159051392
3105,7,3,is_medical,-78.9970438184622,-125.4783727891176,-43.41105281211523
3090,8,3,is_medical,-73.66857475276868,-109.37831753685876,-40.364477419104816
3073,9,3,is_medical,-67.82663262201689,-100.63571038040462,-47.2786537679078
3044,10,3,is_medical,-75.98522355582378,-97.27324351784819,-53.39998051569168
2990,11,3,is_medical,-83.70064041969727,-100.31783311978151,-68.06056954931327
2925,12,3,is_medical,-104.11453260065107,-119.69555746439099,-88.93237314174613
2842,13,3,is_medical,-109.78664013962722,-125.91370778007675,-95.1193721075299
2723,14,3,is_medical,-113.46723745697304,-124.00538550255837,-98.87152051705212
2601,15,3,is_medical,-110.1126690297809,-119.64024309198084,-98.75313139113561
2461,16,3,is_medical,-102.60458072403941,-113.85227990111846,-91.87413569365742
2299,17,3,is_medical,-100.97465292660917,-111.65865897378899,-89.92636647995963
2155,18,3,is_medical,-95.53478523953254,-103.77436767624854,-88.46107918788945
1995,19,3,is_medical,-89.25308581956818,-96.23108370250941,-81.45161823060965
1844,20,3,is_medical,-86.83196898133986,-93.89919643672246,-79.73676179160512
1700,21,3,is_medical,-82.37521937777228,-90.9556154089135,-72.99973050433874
1562,22,3,is_medical,-78.8631063105081,-85.05629304340937,-71.66986195921191
1437,23,3,is_medical,-75.19276228147834,-83.31277001492131,-67.5925265617476
1298,24,3,is_medical,-75.22468612558075,-81.77869589708783,-67.73180045738076
1179,25,3,is_medical,-71.74930521656756,-80.56374895903312,-64.46754292308833
1075,26,3,is_medical,-69.96912776782565,-78.77892650057609,-62.47376872520675
966,27,3,is_medical,-67.44227165468686,-76.25122600664218,-59.467900593455624
856,28,3,is_medical,-68.6521403723647,-77.78039754157408,-60.437410627381524
743,29,3,is_medical,-67.438698471496,-77.44491753145039,-59.828205875544825
662,30,3,is_medical,-63.10651938889694,-73.92426345826308,-55.727819261339846
567,31,3,is_medical,-63.264289192242785,-73.06047536592723,-53.56228697058171
499,32,3,is_medical,-66.40058186609724,-78.2043929974738,-52.350208956490604
441,33,3,is_medical,-64.48813007696242,-77.67140434734733,-51.22483022548994
389,34,3,is_medical,-60.850964563459456,-77.55048577403912,-49.735059093124136
341,35,3,is_medical,-59.19709646201201,-75.09643768507061,-45.359238732509
300,36,3,is_medical,-59.61998737122369,-75.48754859949105,-47.7292518218799
251,37,3,is_medical,-65.97169202135393,-79.63051139246062,-52.17638116113616
214,38,3,is_medical,-65.61315456406706,-82.13465195555648,-50.877910331772796
184,39,3,is_medical,-68.96414432356653,-82.87255572036472,-55.96643259887776
157,40,3,is_medical,-65.36376021551985,-86.00825355926986,-51.58340222256396
3066,5,4,is_medical,-99.83447074619957,-141.97495543893297,-56.8005936808278
3059,6,4,is_medical,-107.00638877282006,-144.11648964223548,-72.90630141123
3045,7,4,is_medical,-88.74668546839368,-121.3776175821975,-64.70375961065511
3031,8,4,is_medical,-73.631772557126,-105.61457776268244,-51.25390177830744
3004,9,4,is_medical,-73.95035303148862,-96.06403290135734,-52.84093158839343
2979,10,4,is_medical,-69.47904411712867,-90.59490134089725,-52.66431681676869
2932,11,4,is_medical,-79.83310535118216,-96.27390652079359,-62.82988046754639
2863,12,4,is_medical,-90.01392905359802,-104.2053450626558,-78.98248968202216
2780,13,4,is_medical,-97.51439054192122,-108.92252779968331,-83.86914465016542
2683,14,4,is_medical,-96.61774660460841,-106.93944175644361,-85.76463528242508
2571,15,4,is_medical,-99.779993853154,-108.99970654306227,-89.77500092112854
2413,16,4,is_medical,-92.87472933161592,-102.23314636291937,-84.62354149083436
2262,17,4,is_medical,-89.54640630803598,-95.64232540653953,-81.46521181078677
2111,18,4,is_medical,-85.75304650180547,-93.46381438566095,-79.08256928701064
1970,19,4,is_medical,-82.22899076813226,-88.87796662219878,-73.74210115872711
1823,20,4,is_medical,-81.47709074034191,-89.46880939550894,-73.75176196770292
1692,21,4,is_medical,-78.80034638839456,-85.22891765004857,-72.66117982147458
1556,22,4,is_medical,-75.7709642879702,-84.25083266623955,-70.13323300355316
1427,23,4,is_medical,-70.52823002145112,-77.20265955230616,-62.731589285939094
1273,24,4,is_medical,-67.28546339792658,-74.3582219754885,-60.82180338834192
1159,25,4,is_medical,-67.39671436487544,-75.2675798858063,-61.830621826074974
1051,26,4,is_medical,-69.20473084336771,-74.90823099002705,-62.52489165067007
935,27,4,is_medical,-66.12093615647626,-72.64247649952671,-58.00687062402031
819,28,4,is_medical,-64.3799822153396,-73.91973083475017,-58.65297445318916
737,29,4,is_medical,-61.84085385432209,-69.06593452050367,-54.49652244756291
640,30,4,is_medical,-62.57084762641409,-69.57680316122918,-54.566153528302436
575,31,4,is_medical,-61.92074385093571,-69.75074070513236,-52.49008381438014
494,32,4,is_medical,-64.47288979781706,-72.94302591286541,-53.5958074700186
426,33,4,is_medical,-61.399902102051186,-69.21128427942944,-51.92821368760869
370,34,4,is_medical,-57.78797978815214,-70.9055031328611,-46.297145692115436
322,35,4,is_medical,-55.88299893986738,-68.48561788979774,-42.714534871821854
275,36,4,is_medical,-53.303851836820485,-62.88599674472715,-39.10487383029417
243,37,4,is_medical,-51.96877199571901,-69.72250748863601,-37.42550041288814
196,38,4,is_medical,-51.10742039435752,-68.1822355296809,-39.0903964535554
176,39,4,is_medical,-49.18492906943408,-63.16948316854925,-33.8634451794249
149,40,4,is_medical,-46.90858514674406,-68.46732764449925,-28.917992720488797
2999,5,5,is_medical,-87.01348564800347,-122.22597242439917,-57.19797964533774
2990,6,5,is_medical,-68.47776727893833,-89.80530593974927,-34.03187178496779
2977,7,5,is_medical,-63.26351639882702,-91.90898099630101,-38.68554288183529
2962,8,5,is_medical,-54.465802191504,-76.95143576316565,-35.11272603005443
2935,9,5,is_medical,-48.09244143994809,-70.78386913709065,-28.495132074578805
2912,10,5,is_medical,-57.3895884851693,-80.24758880776793,-40.85613764827977
2872,11,5,is_medical,-63.33787148379929,-76.61057752302591,-48.23662188949939
2803,12,5,is_medical,-82.89641842270501,-100.59486141103378,-68.46043431541358
2723,13,5,is_medical,-84.95420145094357,-98.47065606336781,-72.71700627205078
2621,14,5,is_medical,-92.98254977067413,-102.19761357775263,-81.57202998348697
2513,15,5,is_medical,-90.26492443294177,-99.40583392229908,-80.29291034113555
2374,16,5,is_medical,-90.79647281143215,-99.63572319726589,-82.09527185600544
2238,17,5,is_medical,-87.7004972356377,-96.29700461283315,-80.75003900730485
2097,18,5,is_medical,-82.80458859168579,-90.28494200653046,-75.25361641381866
1932,19,5,is_medical,-76.3968458439301,-84.85711152138452,-69.83704977062837
1772,20,5,is_medical,-75.4420915791548,-82.2603437861352,-69.43856879802632
1627,21,5,is_medical,-75.84178387438499,-82.69205794878368,-66.6689895171312
1495,22,5,is_medical,-76.47758060714744,-84.66685155118233,-70.7369536200695
1386,23,5,is_medical,-75.54097350501115,-82.28923574025868,-69.2214503279138
1261,24,5,is_medical,-73.49998733330739,-80.11983563781553,-66.28699454512338
1138,25,5,is_medical,-72.90108949587164,-81.01645893447483,-66.43614756976237
1027,26,5,is_medical,-70.91322259911561,-78.4027938984957,-65.96056970384572
927,27,5,is_medical,-68.46778725273191,-75.93662038018564,-60.228379868367966
815,28,5,is_medical,-67.54640659331525,-74.75903481408622,-60.11171324733252
718,29,5,is_medical,-65.12475985072822,-73.38678572222963,-58.137406695945316
635,30,5,is_medical,-66.04165688955138,-74.90776716711213,-59.474543748839466
563,31,5,is_medical,-65.32936474420436,-76.68950695886139,-58.51159217104768
495,32,5,is_medical,-64.55153985379047,-76.17889896447139,-57.330235604315135
442,33,5,is_medical,-62.92796282858902,-77.07273076792768,-54.8878586124608
379,34,5,is_medical,-62.52720501636327,-73.64630508896948,-53.43352058444859
336,35,5,is_medical,-60.40647532054729,-69.4059095989524,-50.759751948573296
301,36,5,is_medical,-62.677244362711434,-74.5950484571483,-51.12969769816695
261,37,5,is_medical,-60.77982270312921,-72.58610139680096,-49.00477609776334
226,38,5,is_medical,-59.25282831185305,-72.64831336077168,-47.01320944191758
195,39,5,is_medical,-55.260086014841164,-73.10868523099799,-42.101336674089794
163,40,5,is_medical,-54.18671941194529,-68.11086175500733,-38.71796805419012
2960,5,6,is_medical,-84.92297137767048,-115.66355524176046,-59.322891534915954
2944,6,6,is_medical,-65.588469585164,-94.73489637564381,-41.181323978369505
2931,7,6,is_medical,-55.255304619751286,-81.60825685682997,-32.7222008618464
2917,8,6,is_medical,-56.994291078998856,-81.09104121701947,-34.472690944527784
2889,9,6,is_medical,-53.76648177496094,-74.13553174454964,-33.63026564872513
2854,10,6,is_medical,-59.93801557295086,-76.01760442336905,-46.15202207493118
2811,11,6,is_medical,-64.84346073980322,-78.93449762515829,-48.08617450156743
2748,12,6,is_medical,-74.02618833664863,-87.61403324620466,-62.58047906472663
2660,13,6,is_medical,-82.74489801908143,-94.67571521592137,-71.31619572260394
2557,14,6,is_medical,-87.43763342777089,-96.87775140204383,-79.4653942196368
2460,15,6,is_medical,-83.8664331682736,-92.18395992509153,-72.73176552475834
2318,16,6,is_medical,-83.56558836352355,-93.00419770274877,-73.22019624446747
2175,17,6,is_medical,-78.97499558241825,-86.02830987274359,-70.68877931294969
2017,18,6,is_medical,-76.7163548730158,-82.59117582188392,-68.59912860804658
1870,19,6,is_medical,-72.54922650399982,-81.96392489423133,-65.4598748802315
1723,20,6,is_medical,-73.42820203306124,-80.4609164215467,-65.81771369554735
1565,21,6,is_medical,-75.61282769993556,-81.75674866735275,-69.4000625387547
1440,22,6,is_medical,-75.91394215960617,-82.34941141237877,-70.10575187980297
1315,23,6,is_medical,-74.78461791635499,-81.77197406552236,-69.10743049437863
1195,24,6,is_medical,-75.43848077769721,-81.8113149297177,-70.08351399119016
1093,25,6,is_medical,-74.45755196815622,-79.94520000322709,-67.3633344565759
996,26,6,is_medical,-73.10913416562306,-82.04624266073995,-66.4203670430372
897,27,6,is_medical,-70.90438203249346,-76.18042928715852,-64.144515012331
793,28,6,is_medical,-70.41217419645656,-78.49035251294404,-64.21633655605538
