itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
11361,KGC-Leiden (bloed),KGC-Leiden (blood),NaN,NaN,NaN,KGC-Leiden (bloed),561,LAB-Viro-Micro-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
11362,Spijt (bloed),Regret (blood),NaN,NaN,NaN,Spijt (bloed),497,LAB-Divers-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,43,43
11369,Materiaal (overig),Material (other),NaN,NaN,NaN,Materiaal (overig),492,LAB-Divers-diversen,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,12,12
11370,PTT-LAC (bloed),PTT-LAC (blood),NaN,NaN,NaN,PTT-LAC (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,214,214
11372,LEPTOSPIR. (bloed),LEPTOSPIR (blood).,NaN,NaN,NaN,LEPTOSPIR. (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,9,9
11373,Q-fever IgM (bloed),Q fever IgM (blood),NaN,NaN,NaN,Q-fever IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
11375,A.fum as-ag (bloed),A.fum as-ag (blood),NaN,NaN,NaN,A.fum as-ag (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,41,41
11378,Epstein Barr Virus VCA IgG (bloed),Epstein Barr Virus VCA IgG (blood),NaN,NaN,NaN,Epstein Barr Virus VCA IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,208,208
11379,Epstein Barr Virus VCA IgM (bloed),Epstein Barr Virus VCA IgM (blood),NaN,NaN,NaN,Epstein Barr Virus VCA IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,181,181
11381,A.fum as-ag (liquor),A.fum as-ag (liquor),NaN,NaN,NaN,A.fum as-ag (liquor),539,LAB-Viro-Micro-liquor,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,2,2
11382,Epstein Barr Virus nuclear antigen (EBNA) (bloed),Epstein Barr Virus nuclear antigen (EBNA) (blood),NaN,NaN,NaN,Epstein Barr Virus nuclear antigen (EBNA) (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,146,146
11384,Hepatitis A Ig totaal (bloed),Hepatitis A Ig total (blood),NaN,NaN,NaN,Hepatitis A Ig totaal (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,76,76
11385,Hepatitis A IgM (bloed),Hepatitis A IgM (bloed),NaN,NaN,NaN,Hepatitis A IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,93,93
11386,HBsAg (bloed),HBsAg (blood),NaN,NaN,NaN,HBsAg (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1019,1019
11387,A-HBc TOT (bloed),A-HBc TOT (blood),NaN,NaN,NaN,A-HBc TOT (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,233,233
11388,HBcore IgM (bloed),HBcore IgM (blood),NaN,NaN,NaN,HBcore IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,8,8
11389,HBe (bloed),HBe (blood),NaN,NaN,NaN,HBe (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,17,17
11390,LEGIONELLA (bloed),LEGIONELLA (blood),NaN,NaN,NaN,LEGIONELLA (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,34,34
11391,HBe Ig totaal (bloed),HBe Ig total (blood),NaN,NaN,NaN,HBe Ig totaal (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,38,38
11394,HBV QPCR     (bloed),HBV QPCR (blood),NaN,NaN,NaN,HBV QPCR     (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5,5
11395,HCV Ig totaal (bloed),HCV Ig total (blood),NaN,NaN,NaN,HCV Ig totaal (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,551,551
11396,HCV QPCR     (bloed),HCV QPCR (blood),NaN,NaN,NaN,HCV QPCR     (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
11399,Hepatitis D (delta) antistoffen (bloed),Hepatitis D (delta) antibodies (blood),NaN,NaN,NaN,Hepatitis D (delta) antistoffen (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
11400,CMV IgG (bloed),CMV IgG (blood),NaN,NaN,NaN,CMV IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,252,252
11401,Legion. IF (bloed),Legion. IF (blood),NaN,NaN,NaN,Legion. IF (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,28,28
11402,CMV IgM (bloed),CMV IgM (blood),NaN,NaN,NaN,CMV IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,210,210
11404,Rubella IgG (bloed),Rubella IgG (blood),NaN,NaN,NaN,Rubella IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,14,14
11405,Rubella IgM (bloed),Rubella IgM (blood),NaN,NaN,NaN,Rubella IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,10,10
11406,Parvo virus IgG (bloed),Parvo virus IgG (blood),NaN,NaN,NaN,Parvo virus IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,35,35
11407,Parvo virus IgM (bloed),Parvo virus IgM (blood),NaN,NaN,NaN,Parvo virus IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,36,36
11408,HIV Ag+As (bloed),HIV Ag+As (blood),NaN,NaN,NaN,HIV Ag+As (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,614,614
11409,Varicella-Zoster IgM (IF) (bloed),Varicella-Zoster IgM (IF) (blood),NaN,NaN,NaN,Varicella-Zoster IgM (IF) (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,34,34
11410,Bof virus IgM (bloed),Mumps virus IgM (blood),NaN,NaN,NaN,Bof virus IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
11411,MAZEL. IgM (bloed),MAZEL. IgM (blood),NaN,NaN,NaN,MAZEL. IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,3,3
11412,LUES (serum),LUES (serum),NaN,NaN,NaN,LUES-ser,495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
11414,HSV IgM (bloed),HSV IgM (blood),NaN,NaN,NaN,HSV IgM (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,81,81
11415,Varicella-Zoster virus IgG (bloed),Varicella-Zoster virus IgG (blood),NaN,NaN,NaN,Varicella-Zoster virus IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,59,59
11416,Bof virus IgG (bloed),Mumps virus IgG (blood),NaN,NaN,NaN,Bof virus IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
11417,Mazelen IgG (bloed),Measles IgG (blood),NaN,NaN,NaN,Mazelen IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,3,3
11418,HSV IgG (bloed),HSV IgG (blood),NaN,NaN,NaN,HSV IgG (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,110,110
11419,Human T-cell lymfotroop virus antistoffen (bloed),Human T-cell lymphotropic virus antibodies (blood),NaN,NaN,NaN,Human T-cell lymfotroop virus antistoffen (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,45,45
11421,HANTAVIRUS (bloed),HANTAVIRUS (blood),NaN,NaN,NaN,HANTAVIRUS (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,3,3
11422,DENG.VIRUS (bloed),DENG.VIRUS (blood),NaN,NaN,NaN,DENG.VIRUS (bloed),495,LAB-Viro-Micro-serum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,2,2
11424,pH (overig),pH (other),NaN,NaN,NaN,pH (overig),492,LAB-Divers-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,157,157
11425,O2sat (overig),O2sat (other),NaN,NaN,NaN,O2sat (overig),492,LAB-Divers-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,2,2
11426,TOX.ONDERZ (bloed),TOX.UNDERZ (blood),NaN,NaN,NaN,TOX.ONDERZ (bloed),482,LAB-Tox-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11445,Benzodiazepinen-screening (urine),Benzodiazepinen-screening (urine),NaN,NaN,NaN,Benzodiazepinen-screening (urine),505,LAB-Tox-urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11490,ERYTHROBL. (bloed),ERYTHROBL. (blood),NaN,NaN,NaN,ERYTHROBL.-blo,500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,313,/100 leuc,/100{WBCs},NaN,NaN,NA,NA,numericitems,2719,2719
11491,Opmerking (bloed),Remark (blood),NaN,NaN,NaN,Opmerking (bloed),497,LAB-Divers-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,10,10
11492,S.M. (urine),S.M. (urine),NaN,NaN,NaN,S.M. (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,1005,1030,NA,NA,numericitems,7296,7296
11493,pH (urine),pH (urine),NaN,NaN,NaN,pH (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,7509,7509
11494,Eo's (urine),Eo's (urine),NaN,NaN,NaN,Eo's (urine),552,LAB-Hem-urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,18,18
11510,IgG-Index (liquor),IgG-Index (liquor),NaN,NaN,NaN,IgG-Index (liquor),509,LAB-Imm-liquor,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,39,39
11511,IgM-Index (liquor),IgM-Index (liquor),NaN,NaN,NaN,IgM-Index (liquor),509,LAB-Imm-liquor,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,11,11
11519,pH semen (semen),pH of cement (cement),NaN,NaN,NaN,pH semen (semen),511,LAB-Divers-semen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11531,ADAMST13 act. (bloed),ADAMST13 act. (blood),NaN,NaN,NaN,ADAMST13 act. (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11539,Erythroblasten (bloed),Erythroblasts (blood),NaN,NaN,NaN,Erythroblasten (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,313,/100 leuc,/100{WBCs},NaN,NaN,NA,NA,numericitems,2028,2028
11541,OxyHb-Fr. (bloed),OxyHb-Fr (blood).,NaN,NaN,NaN,OxyHb-Fr. (bloed),491,LAB-Astr-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,408166,408166
11543,SO2 (Hb) (bloed),SO2 (Hb) (blood),NaN,NaN,NaN,SO2 (Hb) (bloed),491,LAB-Astr-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,187,187
11548,pH gemeten (urine),pH measured (urine),NaN,NaN,NaN,pH gemeten (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,311,311
11549,pH-gemeten (verz. urine),pH measured (acidified urine),NaN,NaN,NaN,pH-gemeten-vur,507,LAB-Divers-verz. urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11550,pH-gemeten (overig),pH measured (other),NaN,NaN,NaN,pH-gemeten (overig),492,LAB-Divers-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,10,10
11551,pH (faeces),pH (faeces),NaN,NaN,NaN,pH (faeces),568,LAB-Divers-faeces,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,11,11
11553,Spijt t/m: (bloed),Regrets to: (blood),NaN,NaN,NaN,Spijt t/m: (bloed),497,LAB-Divers-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,155,155
11557,Spijt t/m: (liquor),Regrets to: (liquor),NaN,NaN,NaN,Spijt t/m: (liquor),498,LAB-Divers-liquor,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,28,28
11559,Ht (overig),Ht (other),NaN,NaN,NaN,Ht (overig),501,LAB-Hem-diversen,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,11,11
11578,pH (verz. urine),pH (vs. urine),NaN,NaN,NaN,pH-vur,507,LAB-Divers-verz. urine,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,2,2
11585,Myeloïd Totaal (beenmerg),Myeloid Total (bone marrow).,NaN,NaN,NaN,Myeloïd Totaal (beenmerg),571,LAB-Hem-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,79,79
11586,Staaf % (bloed),Rod % (blood),NaN,NaN,NaN,Staaf % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1905,1905
11615,F/T PSA ratio (bloed),F/T PSA ratio (blood),NaN,NaN,NaN,F/T PSA ratio (bloed),497,LAB-Divers-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,4,4
11631,Aant.Cyl. (urine),Aant.Cyl. (urine),NaN,NaN,NaN,Aant.Cyl. (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,867,867
11634,Aant.Krist (urine),Aant.Krist (urine),NaN,NaN,NaN,Aant.Krist (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,768,768
11636,Ery's (urine),Ery's (urine),NaN,NaN,NaN,Ery's (urine),552,LAB-Hem-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5898,5898
11641,Plav-Epith (urine),Plav epith (urine),NaN,NaN,NaN,Plav-Epith (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,3023,3023
11644,Rond-Epith (urine),Rond-Epith (urine),NaN,NaN,NaN,Rond-Epith (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,838,838
11648,Dysm.Ery's (urine),Dysm.Ery's (urine),NaN,NaN,NaN,Dysm.Ery's (urine),499,LAB-Divers-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,479,479
11649,Dysm.Ery's scr (urine),Dysm.Ery's scr (urine),NaN,NaN,NaN,Dysm.Ery's scr (urine),507,LAB-Divers-verz. urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,27,27
11656,Ery/3uL (liquor),Ery/3uL (liquor),NaN,NaN,NaN,Ery/3uL (liquor),502,LAB-Hem-liquor,NaN,NA,NaN,1,NA,NaN,196,/3 µl,{cells}/(3.ul),NaN,NaN,NA,NA,numericitems,3028,3028
11658,Leuco/3uL (liquor),Leuco/3uL (liquor),NaN,NaN,NaN,Leuco/3uL (liquor),502,LAB-Hem-liquor,NaN,NA,NaN,1,NA,NaN,196,/3 µl,{cells}/(3.ul),NaN,12,NA,NA,numericitems,3110,3110
11661,Ery's/uL (liquor),Ery's/uL (liquor),NaN,NaN,NaN,Ery's/uL (liquor),498,LAB-Divers-liquor,NaN,NA,NaN,1,NA,NaN,197,/µl,/uL,NaN,NaN,NA,NA,numericitems,2385,2385
11663,Leuco's/uL (liquor),Leuco's/uL (liquor),NaN,NaN,NaN,Leuco's/uL (liquor),498,LAB-Divers-liquor,NaN,NA,NaN,1,NA,NaN,197,/µl,/uL,NaN,NaN,NA,NA,numericitems,2416,2416
11669,Cum.CFU/KG (divers)-LabZis2,Cum.CFU/KG (divers)-LabZis2,NaN,NaN,NaN,Cum.CFU/KG-div-LabZis2,696,LAB-LabZIS2_Ongebruikt,NaN,NA,NaN,1,NA,NaN,218,10^4/kg,10*4/kg,NaN,NaN,NA,NA,numericitems,1,1
11670,CD34/KG (overig),CD34/KG (other),NaN,NaN,NaN,CD34/KG (overig),486,LAB-Imm-diversen,NaN,NA,NaN,1,NA,NaN,219,10^6/kg,10*6/kg,NaN,NaN,NA,NA,numericitems,8,8
11671,Cum.CD34/KG (overig),Cum.CD34/KG (other),NaN,NaN,NaN,Cum.CD34/KG (overig),492,LAB-Divers-diversen,NaN,NA,NaN,1,NA,NaN,219,10^6/kg,10*6/kg,NaN,NaN,NA,NA,numericitems,8,8
11672,Cum.T-cel/KG (overig),Cum.T-cell/KG (other),NaN,NaN,NaN,Cum.T-cel/KG (overig),492,LAB-Divers-diversen,NaN,NA,NaN,1,NA,NaN,220,10^7/kg,10*7/kg,NaN,NaN,NA,NA,numericitems,7,7
11673,T-cellen/KG (overig),T cells/KG (other),NaN,NaN,NaN,T-cellen/KG (overig),501,LAB-Hem-diversen,NaN,NA,NaN,1,NA,NaN,220,10^7/kg,10*7/kg,NaN,NaN,NA,NA,numericitems,9,9
11674,Opbrengst: (semen),Yield: (semen),NaN,NaN,NaN,Opbrengst: (semen),511,LAB-Divers-semen,NaN,NA,NaN,1,NA,NaN,200,10^6,10*6,NaN,NaN,NA,NA,numericitems,1,1
11675,Tot.Sperm. (semen),Tot.sperm. (semen),NaN,NaN,NaN,Tot.Sperm. (semen),511,LAB-Divers-semen,NaN,NA,NaN,1,NA,NaN,200,10^6,10*6,NaN,NaN,NA,NA,numericitems,1,1
11678,Tot.WBC*10^8 (overig),Tot.WBC*10^8 (other),NaN,NaN,NaN,Tot.WBC*10^8 (overig),501,LAB-Hem-diversen,NaN,NA,NaN,1,NA,NaN,201,10^8,10*8,NaN,NaN,NA,NA,numericitems,7,7
11679,MCH (bloed),MCH (blood),NaN,NaN,NaN,MCH (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,165,amol,amol,1700,2000,NA,NA,numericitems,7959,7959
11681,Factor Inhibitor (bloed),Factor Inhibitor (blood),NaN,NaN,NaN,Factor Inhibitor (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,232,BE,[beth'U],NaN,NaN,NA,NA,numericitems,8,8
11682,Totaal Stikstof (faeces),Total Nitrogen (faeces),NaN,NaN,NaN,Totaal Stikstof (faeces),568,LAB-Divers-faeces,NaN,NA,NaN,1,NA,NaN,221,g/24uur,g/(24.h),NaN,NaN,NA,NA,numericitems,30,30
11684,Totaal Vet (faeces),Total Fat (feces),NaN,NaN,NaN,Totaal Vet (faeces),568,LAB-Divers-faeces,NaN,NA,NaN,1,NA,NaN,221,g/24uur,g/(24.h),NaN,NaN,NA,NA,numericitems,54,54
11689,SudanBlack Perifeer (bloed),SudanBlack Peripheral (blood),NaN,NaN,NaN,SudanBlack Perifeer (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,296,%Blast +,%{positive},NaN,NaN,NA,NA,numericitems,8,8
11690,CO-Hb (bloed),CO-Hb (blood),NaN,NaN,NaN,CO-Hb (bloed),491,LAB-Astr-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,335485,335485
11692,Met-Hb (bloed),Met-Hb (blood),NaN,NaN,NaN,Met-Hb (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,0,3,NA,NA,numericitems,2714,2714
11695,A1-FR. (bloed),A1-FR. (blood),NaN,NaN,NaN,A1-FR. (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,59,59
11699,Alfa 2 antiplasmine activiteit (bloed),Alpha 2 antiplasmin activity (blood),NaN,NaN,NaN,Alfa 2 antiplasmine activiteit (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,60,NaN,NA,NA,numericitems,4,4
11700,A2-FR. (bloed),A2-FR. (blood),NaN,NaN,NaN,A2-FR. (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,60,60
11705,ALB.FR. (bloed),ALB.FR. (blood),NaN,NaN,NaN,ALB.FR. (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,59,59
11709,Antitrombine 3 (bloed),Antithrombin 3 (blood),NaN,NaN,NaN,Antitrombine 3 (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,80,NaN,NA,NA,numericitems,120,120
11710,Baso % (bloed),Baso % (blood),NaN,NaN,NaN,Baso % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,2,NA,NA,numericitems,3937,3937
11712,BETA-FR. (bloed),BETA-FR. (blood),NaN,NaN,NaN,BETA-FR. (bloed),490,LAB-Chem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,59,59
11716,Blasten % (bloed),Blast % (blood),NaN,NaN,NaN,Blasten % (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1901,1901
11717,CD19/CD103/CD25 (beenmerg),CD19/CD103/CD25 (bone marrow),NaN,NaN,NaN,CD19/CD103/CD25 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11719,CD10 (beenmerg),CD10 (bone marrow),NaN,NaN,NaN,CD10 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,8,8
11720,CD10 (bloed),CD10 (blood),NaN,NaN,NaN,CD10 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,12,12
11721,CD103 (beenmerg),CD103 (bone marrow),NaN,NaN,NaN,CD103 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,1,1
11722,CD103 (bloed),CD103 (blood),NaN,NaN,NaN,CD103 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,2,2
11723,CD117 (beenmerg),CD117 (bone marrow),NaN,NaN,NaN,CD117 (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,6,6
11724,CD117 (bloed),CD117 (blood),NaN,NaN,NaN,CD117 (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,5,5
11725,CD11c (beenmerg),CD11c (bone marrow),NaN,NaN,NaN,CD11c (beenmerg),575,LAB-Imm-beenmerg,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,3,3
11726,CD11c (bloed),CD11c (blood),NaN,NaN,NaN,CD11c (bloed),485,LAB-Imm-bloed,NaN,NA,NaN,1,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,12,12
